lecture_id,questions,answer,source_sentence,entity,,,
25,Explain how block diagrams represent system interactions.,"They use blocks, lines, or arrows to represent components and stages and their interactions.","It uses blocks, lines or arrows to represent the components and stages of the system and how the components interact or related to each other.",MISC,,,
25,What is a flowchart?,A diagram representing the sequence of steps and decisions in a process.,Flow chart Represent the sequence of steps of decisions in a process.,MISC,,,
25,Explain the purpose of flowcharts.,To provide a detailed view of how a process works including order of operations and decision points.,"Detailed view of how a process works, including the order of operations and decision points.",MISC,,,
25,What are types of flowcharts?,"Process, program, system, data-flow, workflow.","Types of flowchart Process- represents a step-by-step process using standard symbols Program-design algorithm System-illustrates how data flow Data-flow of information rather than operation Workflow= map out roles, reponsibilites/tasks",MISC,,,
26,What is the capital city of Cambodia?,Phnom Penh,Capital City- Phnom Penh,GPE,,,
26,What is the official language of Cambodia?,Khmer,"Official Language: Khmer (ginagamit to communicate each other) other ethnic language: The Katu, Mnong, and Stieng groups also speak Mon-Khmer languages.",MISC,,,
26,What is Sampot?,"The national garment, a long rectangular cloth wrapped around the lower body.",Sampot: the national garment. It is a long rectangular cloth wrapped around the lower body resembling a skirt or trouser.,MISC,,,
26,What are essential pastes in Cambodian cuisine?,"Fish paste (Prahok) and prawn paste, fundamental seasonings for flavor.",Crucial Ingredients: Fish Paste (often called Prahok) and Prawn Paste.,MISC,,,
26,"What moral lesson does ""The Crocodile and the Five Judges"" teach?",Do not be ungrateful; fairness and honesty are essential in judgment.,Literature Work: The Crocodile and the Five Judges – [Story details],MISC,,,
27,What are Singapore’s four official languages?,"Malay, Mandarin, Tamil, and English","Singapore has four official languages: Malay, Mandarin, Tamil, and English.",MISC,,,
27,Who are notable Singaporean writers?,Tan Swie Hian and Kuo Pao Kun,"Notable writers such as Tan Swie Hian and Kuo Pao Kun have produced works in multiple languages, showcasing Singapore’s linguistic richness.",MISC,,,
27,What are the major ethnic groups in Singapore?,"Ethnic Chinese, Malays, Ethnic Indians, Eurasians","Singapore is a small island nation but home to four major ethnic groups: Ethnic Chinese, Malays, Ethnic Indians, Eurasians (small community).",MISC,,,
27,What is the main theme of Grandfather’s Story?,Karma and moral consequences,"In the story, karma punishes the cruel and rewards the good, showing that actions have consequences even after death.",MISC,,,
27,What does the poem Sunflowers for a Friend teach?,Emotional resilience and inner strength,"Despite this, there’s a refusal to be broken: the speaker acknowledges human faults and sins (“transgressors of her law”), yet still holds on to hope and seeks “grace,” even if it seems random.",MISC,,,
28,What is the capital city of Laos?,Vientiane.,The capital city is Vientiane along the Mekong River.,GPE,,,
28,What is the official language of Laos?,Lao.,The official language of Laos is Lao.,MISC,,,
28,What is the major religion in Laos?,Theravada Buddhism.,Theravada Buddhism is the major religion in Laos.,MISC,,,
28,What is the Tak Bat ritual?,A sacred Buddhist practice in Laos.,The Tak Bat ritual is a sacred Buddhist practice in Laos.,MISC,,,
28,When did the earliest written Lao works appear?,In the 16th century,The earliest written works appeared in the 16th century during the Lan Xang period.,DATE,,,
29,Who wrote the first piece of software?,Tom Kilburn wrote the first piece of software.,"Tom Kilburn wrote the first piece of software, which ran on June 21, 1948 at the University of Manchester.",PERSON,,,
29,What is design?,The construction of an object or system for implementing an activity.,Design is the construction of an object or system for implementing an activity.,MISC,,,
29,What is software?,A set of instructions and data used to operate computers.,Software is a set of instructions and data used to operate computers.,MISC,,,
29,What is software design?,A process that transforms user requirements into a form useful for coding.,Software design transforms user requirements into a form useful for coding.,MISC,,,
29,What are the major phases of software development?,"Requirements, design, implementation, testing, deployment, and maintenance.","Software development includes requirements gathering, design, implementation, testing, deployment, and maintenance.",MISC,,,
30,What chemicals are used to remove unwired copper?,"Ferric chloride, ammonium per-sulfate",This process involves removing the unwired copper…,MISC,,,
30,What does PCB stand for?,Printed Circuit Board,The acronym of the printed circuit board is PCB…,MISC,,,
30,What are the three main PCB constructions?,"Single-sided, double-sided, multi-layered",The construction of the PCB can be done in three ways…,MISC,,,
30,What material coats a single-sided PCB?,A thin layer of copper,This single-sided PCB includes one layer…,MISC,,,
30,What allows flexible PCBs to bend?,A flexible plastic substrate,"Generally, the substrate is a flexible plastic…",MISC,,,
31,What is analytical listening?,It is the ability to carefully and properly analyze the sounds listened to.,"Analytical listening, sometimes called critical or active listening, deals with one’s ability and capacity to carefully and properly analyze the sound/s listened to.",MISC,,,
31,What are the stages of listening?,They refer to the actual hearing process.,Stages of Listening refers to the actual hearing process.,MISC,,,
31,What does the Receiving Stage focus on?,It focuses on generating meaning from what has been heard.,Receiving Stage focuses on generating meaning on what has been heard.,MISC,,,
31,What does the Understanding Stage require?,It requires the listener and speaker to meet in between regarding the points portrayed in the listening process.,Understanding Stage requires both the listener and the speaker to meet in between regarding the points portrayed in the listening process.,MISC,,,
31,What does the Evaluating Stage allow listeners to do?,It allows them to provide verbal and/or non-verbal feedback and responses based on the context.,Evaluating Stage allows the listeners to provide verbal and/or non-verbal feedback and responses based on the listening contexts.,MISC,,,
31,What are the steps in solving a problem according to the lecture?,Define the problem; generate alternative solutions; evaluate and select an alternative; implement and follow up on the solution.,Significant information needed: Steps in solving problem: Define the problem; Generate alternative solutions; Evaluate and select an alternative; and Implement and follow up on the solution.,MISC,,,
